trial,WSLS_choice,feedback,true_noise,true_win_stay,true_lose_shift,opponent_choices,cumulative_rate_WSLS,cumulative_rate_opponent
97,1,0,0,0.7,0.5,0,0.6185567010309279,0.4536082474226804
98,1,0,0,0.7,0.5,0,0.6224489795918368,0.4489795918367347
99,1,0,0,0.7,0.5,0,0.6262626262626263,0.4444444444444444
100,1,1,0,0.7,0.5,1,0.63,0.45
101,1,0,0,0.7,0.5,0,0.6336633663366337,0.44554455445544555
102,1,1,0,0.7,0.5,1,0.6372549019607843,0.45098039215686275
103,1,0,0,0.7,0.5,0,0.6407766990291263,0.44660194174757284
104,0,1,0,0.7,0.5,0,0.6346153846153846,0.4423076923076923
105,0,1,0,0.7,0.5,0,0.6285714285714286,0.4380952380952381
106,1,0,0,0.7,0.5,0,0.6320754716981132,0.4339622641509434
107,1,0,0,0.7,0.5,0,0.6355140186915887,0.42990654205607476
108,0,1,0,0.7,0.5,0,0.6296296296296297,0.42592592592592593
109,0,1,0,0.7,0.5,0,0.6238532110091743,0.42201834862385323
110,0,1,0,0.7,0.5,0,0.6181818181818182,0.41818181818181815
111,0,0,0,0.7,0.5,1,0.6126126126126126,0.42342342342342343
112,0,1,0,0.7,0.5,0,0.6071428571428571,0.41964285714285715
113,1,1,0,0.7,0.5,1,0.6106194690265486,0.4247787610619469
114,1,0,0,0.7,0.5,0,0.6140350877192983,0.42105263157894735
115,0,1,0,0.7,0.5,0,0.6086956521739131,0.41739130434782606
116,0,0,0,0.7,0.5,1,0.603448275862069,0.4224137931034483
117,1,1,0,0.7,0.5,1,0.6068376068376068,0.42735042735042733
118,0,1,0,0.7,0.5,0,0.6016949152542372,0.423728813559322
119,0,1,0,0.7,0.5,0,0.5966386554621849,0.42016806722689076
120,0,0,0,0.7,0.5,1,0.5916666666666667,0.425
1,0,1,0,0.7,0.7,0,0,0
2,1,1,0,0.7,0.7,1,0.5,0.5
3,0,0,0,0.7,0.7,1,0.3333333333333333,0.6666666666666666
4,0,0,0,0.7,0.7,1,0.25,0.75
5,1,1,0,0.7,0.7,1,0.4,0.8
6,1,1,0,0.7,0.7,1,0.5,0.8333333333333334
7,1,0,0,0.7,0.7,0,0.5714285714285714,0.7142857142857143
8,0,1,0,0.7,0.7,0,0.5,0.625
9,0,0,0,0.7,0.7,1,0.4444444444444444,0.6666666666666666
10,1,1,0,0.7,0.7,1,0.5,0.7
11,1,1,0,0.7,0.7,1,0.5454545454545454,0.7272727272727273
12,1,1,0,0.7,0.7,1,0.5833333333333334,0.75
13,1,0,0,0.7,0.7,0,0.6153846153846154,0.6923076923076923
14,0,0,0,0.7,0.7,1,0.5714285714285714,0.7142857142857143
15,1,0,0,0.7,0.7,0,0.6,0.6666666666666666
16,0,0,0,0.7,0.7,1,0.5625,0.6875
17,0,1,0,0.7,0.7,0,0.5294117647058824,0.6470588235294118
18,0,1,0,0.7,0.7,0,0.5,0.6111111111111112
19,0,1,0,0.7,0.7,0,0.47368421052631576,0.5789473684210527
20,0,1,0,0.7,0.7,0,0.45,0.55
21,1,0,0,0.7,0.7,0,0.47619047619047616,0.5238095238095238
22,1,0,0,0.7,0.7,0,0.5,0.5
23,1,0,0,0.7,0.7,0,0.5217391304347826,0.4782608695652174
24,1,0,0,0.7,0.7,0,0.5416666666666666,0.4583333333333333
25,0,1,0,0.7,0.7,0,0.52,0.44
26,1,1,0,0.7,0.7,1,0.5384615384615384,0.46153846153846156
27,1,1,0,0.7,0.7,1,0.5555555555555556,0.48148148148148145
28,1,1,0,0.7,0.7,1,0.5714285714285714,0.5
29,1,1,0,0.7,0.7,1,0.5862068965517241,0.5172413793103449
30,1,0,0,0.7,0.7,0,0.6,0.5
31,0,1,0,0.7,0.7,0,0.5806451612903226,0.4838709677419355
32,1,0,0,0.7,0.7,0,0.59375,0.46875
33,0,1,0,0.7,0.7,0,0.5757575757575758,0.45454545454545453
34,0,0,0,0.7,0.7,1,0.5588235294117647,0.47058823529411764
35,0,1,0,0.7,0.7,0,0.5428571428571428,0.45714285714285713
36,0,0,0,0.7,0.7,1,0.5277777777777778,0.4722222222222222
37,1,0,0,0.7,0.7,0,0.5405405405405406,0.4594594594594595
38,0,1,0,0.7,0.7,0,0.5263157894736842,0.4473684210526316
39,0,0,0,0.7,0.7,1,0.5128205128205128,0.46153846153846156
40,1,1,0,0.7,0.7,1,0.525,0.475
41,1,1,0,0.7,0.7,1,0.5365853658536586,0.4878048780487805
42,1,1,0,0.7,0.7,1,0.5476190476190477,0.5
43,1,0,0,0.7,0.7,0,0.5581395348837209,0.4883720930232558
44,0,0,0,0.7,0.7,1,0.5454545454545454,0.5
45,0,1,0,0.7,0.7,0,0.5333333333333333,0.4888888888888889
46,0,0,0,0.7,0.7,1,0.5217391304347826,0.5
47,1,1,0,0.7,0.7,1,0.5319148936170213,0.5106382978723404
48,1,0,0,0.7,0.7,0,0.5416666666666666,0.5
49,0,1,0,0.7,0.7,0,0.5306122448979592,0.4897959183673469
50,0,0,0,0.7,0.7,1,0.52,0.5
51,1,0,0,0.7,0.7,0,0.5294117647058824,0.49019607843137253
52,1,0,0,0.7,0.7,0,0.5384615384615384,0.4807692307692308
53,1,1,0,0.7,0.7,1,0.5471698113207547,0.49056603773584906
54,0,0,0,0.7,0.7,1,0.5370370370370371,0.5
55,1,0,0,0.7,0.7,0,0.5454545454545454,0.4909090909090909
56,1,1,0,0.7,0.7,1,0.5535714285714286,0.5
57,1,0,0,0.7,0.7,0,0.5614035087719298,0.49122807017543857
58,0,0,0,0.7,0.7,1,0.5517241379310345,0.5
59,1,0,0,0.7,0.7,0,0.559322033898305,0.4915254237288136
60,0,0,0,0.7,0.7,1,0.55,0.5
61,1,1,0,0.7,0.7,1,0.5573770491803278,0.5081967213114754
62,0,1,0,0.7,0.7,0,0.5483870967741935,0.5
63,1,0,0,0.7,0.7,0,0.5555555555555556,0.49206349206349204
64,1,0,0,0.7,0.7,0,0.5625,0.484375
65,1,0,0,0.7,0.7,0,0.5692307692307692,0.47692307692307695
66,0,0,0,0.7,0.7,1,0.5606060606060606,0.48484848484848486
67,0,1,0,0.7,0.7,0,0.5522388059701493,0.47761194029850745
68,0,0,0,0.7,0.7,1,0.5441176470588235,0.4852941176470588
69,1,0,0,0.7,0.7,0,0.5507246376811594,0.4782608695652174
70,0,0,0,0.7,0.7,1,0.5428571428571428,0.4857142857142857
71,1,0,0,0.7,0.7,0,0.5492957746478874,0.4788732394366197
72,0,0,0,0.7,0.7,1,0.5416666666666666,0.4861111111111111
73,0,1,0,0.7,0.7,0,0.5342465753424658,0.4794520547945205
74,0,0,0,0.7,0.7,1,0.527027027027027,0.4864864864864865
75,1,0,0,0.7,0.7,0,0.5333333333333333,0.48
76,0,0,0,0.7,0.7,1,0.5263157894736842,0.4868421052631579
77,0,1,0,0.7,0.7,0,0.5194805194805194,0.4805194805194805
78,0,1,0,0.7,0.7,0,0.5128205128205128,0.47435897435897434
79,1,0,0,0.7,0.7,0,0.5189873417721519,0.46835443037974683
80,1,1,0,0.7,0.7,1,0.525,0.475
81,1,1,0,0.7,0.7,1,0.5308641975308642,0.48148148148148145
82,1,0,0,0.7,0.7,0,0.5365853658536586,0.47560975609756095
83,1,0,0,0.7,0.7,0,0.54216867469879515,0.46987951807228917
84,1,1,0,0.7,0.7,1,0.5476190476190477,0.47619047619047616
85,1,0,0,0.7,0.7,0,0.5529411764705883,0.47058823529411764
86,1,1,0,0.7,0.7,1,0.5581395348837209,0.47674418604651164
87,1,0,0,0.7,0.7,0,0.5632183908045977,0.47126436781609193
88,0,1,0,0.7,0.7,0,0.5568181818181818,0.4659090909090909
89,0,1,0,0.7,0.7,0,0.550561797752809,0.4606741573033708
90,0,0,0,0.7,0.7,1,0.5444444444444444,0.4666666666666667
91,1,0,0,0.7,0.7,0,0.5494505494505495,0.46153846153846156
92,0,0,0,0.7,0.7,1,0.5434782608695652,0.4673913043478261
93,1,0,0,0.7,0.7,0,0.5483870967741935,0.46236559139784944
94,0,1,0,0.7,0.7,0,0.5425531914893617,0.4574468085106383
95,0,1,0,0.7,0.7,0,0.5368421052631579,0.45263157894736844
96,1,1,0,0.7,0.7,1,0.5416666666666666,0.4583333333333333
97,0,1,0,0.7,0.7,0,0.5360824742268041,0.4536082474226804
98,0,1,0,0.7,0.7,0,0.5306122448979592,0.4489795918367347
99,0,1,0,0.7,0.7,0,0.5252525252525253,0.4444444444444444
100,0,0,0,0.7,0.7,1,0.52,0.45
101,0,1,0,0.7,0.7,0,0.5148514851485149,0.44554455445544555
102,1,1,0,0.7,0.7,1,0.5196078431372549,0.45098039215686275
103,0,1,0,0.7,0.7,0,0.5145631067961165,0.44660194174757284
104,0,1,0,0.7,0.7,0,0.5096153846153846,0.4423076923076923
105,0,1,0,0.7,0.7,0,0.5047619047619047,0.4380952380952381
106,1,0,0,0.7,0.7,0,0.5094339622641509,0.4339622641509434
107,0,1,0,0.7,0.7,0,0.5046728971962616,0.42990654205607476
108,0,1,0,0.7,0.7,0,0.5,0.42592592592592593
109,0,1,0,0.7,0.7,0,0.4954128440366973,0.42201834862385323
110,0,1,0,0.7,0.7,0,0.4909090909090909,0.41818181818181815
111,0,0,0,0.7,0.7,1,0.4864864864864865,0.42342342342342343
112,0,1,0,0.7,0.7,0,0.48214285714285715,0.41964285714285715
113,0,0,0,0.7,0.7,1,0.4778761061946903,0.4247787610619469
114,1,0,0,0.7,0.7,0,0.4824561403508772,0.42105263157894735
115,0,1,0,0.7,0.7,0,0.4782608695652174,0.41739130434782606
116,0,0,0,0.7,0.7,1,0.47413793103448276,0.4224137931034483
117,1,1,0,0.7,0.7,1,0.47863247863247865,0.42735042735042733
118,0,1,0,0.7,0.7,0,0.4745762711864407,0.423728813559322
119,1,0,0,0.7,0.7,0,0.4789915966386555,0.42016806722689076
120,0,0,0,0.7,0.7,1,0.475,0.425
1,0,1,0,0.7,0.9,0,0,0
2,0,0,0,0.7,0.9,1,0,0.5
3,1,1,0,0.7,0.9,1,0.3333333333333333,0.6666666666666666
4,0,0,0,0.7,0.9,1,0.25,0.75
5,1,1,0,0.7,0.9,1,0.4,0.8
6,1,1,0,0.7,0.9,1,0.5,0.8333333333333334
7,1,0,0,0.7,0.9,0,0.5714285714285714,0.7142857142857143
8,0,1,0,0.7,0.9,0,0.5,0.625
9,0,0,0,0.7,0.9,1,0.4444444444444444,0.6666666666666666
10,1,1,0,0.7,0.9,1,0.5,0.7
11,1,1,0,0.7,0.9,1,0.5454545454545454,0.7272727272727273
12,1,1,0,0.7,0.9,1,0.5833333333333334,0.75
13,1,0,0,0.7,0.9,0,0.6153846153846154,0.6923076923076923
14,0,0,0,0.7,0.9,1,0.5714285714285714,0.7142857142857143
15,1,0,0,0.7,0.9,0,0.6,0.6666666666666666
16,0,0,0,0.7,0.9,1,0.5625,0.6875
17,1,0,0,0.7,0.9,0,0.5882352941176471,0.6470588235294118
18,0,1,0,0.7,0.9,0,0.5555555555555556,0.6111111111111112
19,0,1,0,0.7,0.9,0,0.5263157894736842,0.5789473684210527
20,0,1,0,0.7,0.9,0,0.5,0.55
21,1,0,0,0.7,0.9,0,0.5238095238095238,0.5238095238095238
22,0,1,0,0.7,0.9,0,0.5,0.5
23,1,0,0,0.7,0.9,0,0.5217391304347826,0.4782608695652174
24,0,1,0,0.7,0.9,0,0.5,0.4583333333333333
25,1,0,0,0.7,0.9,0,0.52,0.44
26,0,0,0,0.7,0.9,1,0.5,0.46153846153846156
27,1,1,0,0.7,0.9,1,0.5185185185185185,0.48148148148148145
28,1,1,0,0.7,0.9,1,0.5357142857142857,0.5
29,1,1,0,0.7,0.9,1,0.5517241379310345,0.5172413793103449
30,1,0,0,0.7,0.9,0,0.5666666666666667,0.5
31,0,1,0,0.7,0.9,0,0.5483870967741935,0.4838709677419355
32,0,1,0,0.7,0.9,0,0.53125,0.46875
33,1,0,0,0.7,0.9,0,0.5454545454545454,0.45454545454545453
34,0,0,0,0.7,0.9,1,0.5294117647058824,0.47058823529411764
35,1,0,0,0.7,0.9,0,0.5428571428571428,0.45714285714285713
36,0,0,0,0.7,0.9,1,0.5277777777777778,0.4722222222222222
37,1,0,0,0.7,0.9,0,0.5405405405405406,0.4594594594594595
38,0,1,0,0.7,0.9,0,0.5263157894736842,0.4473684210526316
39,0,0,0,0.7,0.9,1,0.5128205128205128,0.46153846153846156
40,1,1,0,0.7,0.9,1,0.525,0.475
41,0,0,0,0.7,0.9,1,0.5121951219512195,0.4878048780487805
42,1,1,0,0.7,0.9,1,0.5238095238095238,0.5
43,1,0,0,0.7,0.9,0,0.5348837209302325,0.4883720930232558
44,0,0,0,0.7,0.9,1,0.5227272727272727,0.5
45,0,1,0,0.7,0.9,0,0.5111111111111111,0.4888888888888889
46,0,0,0,0.7,0.9,1,0.5,0.5
47,1,1,0,0.7,0.9,1,0.5106382978723404,0.5106382978723404
48,1,0,0,0.7,0.9,0,0.5208333333333334,0.5
49,0,1,0,0.7,0.9,0,0.5102040816326531,0.4897959183673469
50,1,1,0,0.7,0.9,1,0.52,0.5
51,1,0,0,0.7,0.9,0,0.5294117647058824,0.49019607843137253
52,0,1,0,0.7,0.9,0,0.5192307692307693,0.4807692307692308
53,1,1,0,0.7,0.9,1,0.5283018867924528,0.49056603773584906
54,1,1,0,0.7,0.9,1,0.5370370370370371,0.5
55,1,0,0,0.7,0.9,0,0.5454545454545454,0.4909090909090909
56,0,0,0,0.7,0.9,1,0.5357142857142857,0.5
57,1,0,0,0.7,0.9,0,0.543859649122807,0.49122807017543857
58,0,0,0,0.7,0.9,1,0.5344827586206896,0.5
59,1,0,0,0.7,0.9,0,0.5423728813559322,0.4915254237288136
60,0,0,0,0.7,0.9,1,0.5333333333333333,0.5
61,1,1,0,0.7,0.9,1,0.5409836065573771,0.5081967213114754
62,1,0,0,0.7,0.9,0,0.5483870967741935,0.5
63,0,1,0,0.7,0.9,0,0.5396825396825397,0.49206349206349204
64,1,0,0,0.7,0.9,0,0.546875,0.484375
65,0,1,0,0.7,0.9,0,0.5384615384615384,0.47692307692307695
66,1,1,0,0.7,0.9,1,0.5454545454545454,0.48484848484848486
67,1,0,0,0.7,0.9,0,0.5522388059701493,0.47761194029850745
68,0,0,0,0.7,0.9,1,0.5441176470588235,0.4852941176470588
69,1,0,0,0.7,0.9,0,0.5507246376811594,0.4782608695652174
70,0,0,0,0.7,0.9,1,0.5428571428571428,0.4857142857142857
71,1,0,0,0.7,0.9,0,0.5492957746478874,0.4788732394366197
72,0,0,0,0.7,0.9,1,0.5416666666666666,0.4861111111111111
73,1,0,0,0.7,0.9,0,0.547945205479452,0.4794520547945205
74,0,0,0,0.7,0.9,1,0.5405405405405406,0.4864864864864865
75,1,0,0,0.7,0.9,0,0.5466666666666666,0.48
76,0,0,0,0.7,0.9,1,0.5394736842105263,0.4868421052631579
77,1,0,0,0.7,0.9,0,0.5454545454545454,0.4805194805194805
78,0,1,0,0.7,0.9,0,0.5384615384615384,0.47435897435897434
79,0,1,0,0.7,0.9,0,0.5316455696202531,0.46835443037974683
80,0,0,0,0.7,0.9,1,0.525,0.475
81,1,1,0,0.7,0.9,1,0.5308641975308642,0.48148148148148145
82,1,0,0,0.7,0.9,0,0.5365853658536586,0.47560975609756095
83,0,1,0,0.7,0.9,0,0.5301204819277109,0.46987951807228917
84,0,0,0,0.7,0.9,1,0.5238095238095238,0.47619047619047616
85,1,0,0,0.7,0.9,0,0.5294117647058824,0.47058823529411764
86,1,1,0,0.7,0.9,1,0.5348837209302325,0.47674418604651164
87,0,1,0,0.7,0.9,0,0.5287356321839081,0.47126436781609193
88,0,1,0,0.7,0.9,0,0.5227272727272727,0.4659090909090909
89,0,1,0,0.7,0.9,0,0.5168539325842697,0.4606741573033708
90,0,0,0,0.7,0.9,1,0.5111111111111111,0.4666666666666667
91,0,1,0,0.7,0.9,0,0.5054945054945055,0.46153846153846156
92,0,0,0,0.7,0.9,1,0.5,0.4673913043478261
93,1,0,0,0.7,0.9,0,0.5053763440860215,0.46236559139784944
94,0,1,0,0.7,0.9,0,0.5,0.4574468085106383
95,0,1,0,0.7,0.9,0,0.49473684210526314,0.45263157894736844
96,0,0,0,0.7,0.9,1,0.4895833333333333,0.4583333333333333
97,1,0,0,0.7,0.9,0,0.4948453608247423,0.4536082474226804
98,0,1,0,0.7,0.9,0,0.4897959183673469,0.4489795918367347
99,1,0,0,0.7,0.9,0,0.494949494949495,0.4444444444444444
100,0,0,0,0.7,0.9,1,0.49,0.45
101,0,1,0,0.7,0.9,0,0.48514851485148514,0.44554455445544555
102,0,0,0,0.7,0.9,1,0.4803921568627451,0.45098039215686275
103,1,0,0,0.7,0.9,0,0.4854368932038835,0.44660194174757284
104,0,1,0,0.7,0.9,0,0.4807692307692308,0.4423076923076923
105,0,1,0,0.7,0.9,0,0.47619047619047616,0.4380952380952381
106,0,1,0,0.7,0.9,0,0.4716981132075472,0.4339622641509434
107,1,0,0,0.7,0.9,0,0.4766355140186916,0.42990654205607476
108,0,1,0,0.7,0.9,0,0.4722222222222222,0.42592592592592593
109,0,1,0,0.7,0.9,0,0.46788990825688076,0.42201834862385323
110,0,1,0,0.7,0.9,0,0.4636363636363636,0.41818181818181815
111,0,0,0,0.7,0.9,1,0.4594594594594595,0.42342342342342343
112,1,0,0,0.7,0.9,0,0.4642857142857143,0.41964285714285715
113,0,0,0,0.7,0.9,1,0.46017699115044247,0.4247787610619469
114,1,0,0,0.7,0.9,0,0.4649122807017544,0.42105263157894735
115,0,1,0,0.7,0.9,0,0.4608695652173913,0.41739130434782606
116,0,0,0,0.7,0.9,1,0.45689655172413796,0.4224137931034483
117,1,1,0,0.7,0.9,1,0.46153846153846156,0.42735042735042733
118,1,0,0,0.7,0.9,0,0.4661016949152542,0.423728813559322
119,0,1,0,0.7,0.9,0,0.46218487394957986,0.42016806722689076
120,0,0,0,0.7,0.9,1,0.4583333333333333,0.425
1,1,0,0,0.9,0.3,0,1,0
2,0,0,0,0.9,0.3,1,0.5,0.5
3,0,0,0,0.9,0.3,1,0.3333333333333333,0.6666666666666666
4,1,1,0,0.9,0.3,1,0.5,0.75
5,1,1,0,0.9,0.3,1,0.6,0.8
6,1,1,0,0.9,0.3,1,0.6666666666666666,0.8333333333333334
7,1,0,0,0.9,0.3,0,0.7142857142857143,0.7142857142857143
8,0,1,0,0.9,0.3,0,0.625,0.625
9,0,0,0,0.9,0.3,1,0.5555555555555556,0.6666666666666666
10,0,0,0,0.9,0.3,1,0.5,0.7
11,0,0,0,0.9,0.3,1,0.45454545454545453,0.7272727272727273
12,0,0,0,0.9,0.3,1,0.4166666666666667,0.75
13,0,1,0,0.9,0.3,0,0.38461538461538464,0.6923076923076923
14,0,0,0,0.9,0.3,1,0.35714285714285715,0.7142857142857143
15,1,0,0,0.9,0.3,0,0.4,0.6666666666666666
16,1,1,0,0.9,0.3,1,0.4375,0.6875
17,1,0,0,0.9,0.3,0,0.47058823529411764,0.6470588235294118
18,0,1,0,0.9,0.3,0,0.4444444444444444,0.6111111111111112
19,0,1,0,0.9,0.3,0,0.42105263157894735,0.5789473684210527
20,0,1,0,0.9,0.3,0,0.4,0.55
21,0,1,0,0.9,0.3,0,0.38095238095238093,0.5238095238095238
22,0,1,0,0.9,0.3,0,0.36363636363636365,0.5
23,0,1,0,0.9,0.3,0,0.34782608695652173,0.4782608695652174
24,0,1,0,0.9,0.3,0,0.3333333333333333,0.4583333333333333
25,0,1,0,0.9,0.3,0,0.32,0.44
26,0,0,0,0.9,0.3,1,0.3076923076923077,0.46153846153846156
27,0,0,0,0.9,0.3,1,0.2962962962962963,0.48148148148148145
28,0,0,0,0.9,0.3,1,0.2857142857142857,0.5
29,0,0,0,0.9,0.3,1,0.27586206896551724,0.5172413793103449
30,0,1,0,0.9,0.3,0,0.26666666666666666,0.5
31,0,1,0,0.9,0.3,0,0.25806451612903225,0.4838709677419355
32,0,1,0,0.9,0.3,0,0.25,0.46875
33,0,1,0,0.9,0.3,0,0.24242424242424243,0.45454545454545453
34,0,0,0,0.9,0.3,1,0.23529411764705882,0.47058823529411764
35,1,0,0,0.9,0.3,0,0.2571428571428571,0.45714285714285713
36,1,1,0,0.9,0.3,1,0.2777777777777778,0.4722222222222222
37,1,0,0,0.9,0.3,0,0.2972972972972973,0.4594594594594595
38,1,0,0,0.9,0.3,0,0.3157894736842105,0.4473684210526316
39,0,0,0,0.9,0.3,1,0.3076923076923077,0.46153846153846156
40,0,0,0,0.9,0.3,1,0.3,0.475
41,1,1,0,0.9,0.3,1,0.3170731707317073,0.4878048780487805
42,1,1,0,0.9,0.3,1,0.3333333333333333,0.5
43,1,0,0,0.9,0.3,0,0.3488372093023256,0.4883720930232558
44,1,1,0,0.9,0.3,1,0.36363636363636365,0.5
45,1,0,0,0.9,0.3,0,0.37777777777777777,0.4888888888888889
46,0,0,0,0.9,0.3,1,0.3695652173913043,0.5
47,0,0,0,0.9,0.3,1,0.3617021276595745,0.5106382978723404
48,1,0,0,0.9,0.3,0,0.375,0.5
49,1,0,0,0.9,0.3,0,0.3877551020408163,0.4897959183673469
50,1,1,0,0.9,0.3,1,0.4,0.5
51,1,0,0,0.9,0.3,0,0.4117647058823529,0.49019607843137253
52,0,1,0,0.9,0.3,0,0.40384615384615385,0.4807692307692308
53,0,0,0,0.9,0.3,1,0.39622641509433965,0.49056603773584906
54,1,1,0,0.9,0.3,1,0.4074074074074074,0.5
55,1,0,0,0.9,0.3,0,0.41818181818181815,0.4909090909090909
56,0,0,0,0.9,0.3,1,0.4107142857142857,0.5
57,0,1,0,0.9,0.3,0,0.40350877192982454,0.49122807017543857
58,0,0,0,0.9,0.3,1,0.39655172413793105,0.5
59,0,1,0,0.9,0.3,0,0.3898305084745763,0.4915254237288136
60,0,0,0,0.9,0.3,1,0.38333333333333336,0.5
61,0,0,0,0.9,0.3,1,0.3770491803278688,0.5081967213114754
62,0,1,0,0.9,0.3,0,0.3709677419354839,0.5
63,0,1,0,0.9,0.3,0,0.36507936507936506,0.49206349206349204
64,0,1,0,0.9,0.3,0,0.359375,0.484375
65,0,1,0,0.9,0.3,0,0.35384615384615387,0.47692307692307695
66,0,0,0,0.9,0.3,1,0.3484848484848485,0.48484848484848486
67,1,0,0,0.9,0.3,0,0.3582089552238806,0.47761194029850745
68,0,0,0,0.9,0.3,1,0.35294117647058826,0.4852941176470588
69,0,1,0,0.9,0.3,0,0.34782608695652173,0.4782608695652174
70,0,0,0,0.9,0.3,1,0.34285714285714286,0.4857142857142857
71,0,1,0,0.9,0.3,0,0.3380281690140845,0.4788732394366197
72,0,0,0,0.9,0.3,1,0.3333333333333333,0.4861111111111111
73,0,1,0,0.9,0.3,0,0.3287671232876712,0.4794520547945205
74,0,0,0,0.9,0.3,1,0.32432432432432434,0.4864864864864865
75,0,1,0,0.9,0.3,0,0.32,0.48
76,0,0,0,0.9,0.3,1,0.3157894736842105,0.4868421052631579
77,1,0,0,0.9,0.3,0,0.3246753246753247,0.4805194805194805
78,1,0,0,0.9,0.3,0,0.3333333333333333,0.47435897435897434
79,0,1,0,0.9,0.3,0,0.3291139240506329,0.46835443037974683
80,0,0,0,0.9,0.3,1,0.325,0.475
81,1,1,0,0.9,0.3,1,0.3333333333333333,0.48148148148148145
82,1,0,0,0.9,0.3,0,0.34146341463414637,0.47560975609756095
83,1,0,0,0.9,0.3,0,0.3493975903614458,0.46987951807228917
84,0,0,0,0.9,0.3,1,0.34523809523809523,0.47619047619047616
85,1,0,0,0.9,0.3,0,0.35294117647058826,0.47058823529411764
86,1,1,0,0.9,0.3,1,0.36046511627906974,0.47674418604651164
87,1,0,0,0.9,0.3,0,0.367816091954023,0.47126436781609193
88,1,0,0,0.9,0.3,0,0.375,0.4659090909090909
89,1,0,0,0.9,0.3,0,0.38202247191011235,0.4606741573033708
90,0,0,0,0.9,0.3,1,0.37777777777777777,0.4666666666666667
91,0,1,0,0.9,0.3,0,0.37362637362637363,0.46153846153846156
92,0,0,0,0.9,0.3,1,0.3695652173913043,0.4673913043478261
93,0,1,0,0.9,0.3,0,0.3655913978494624,0.46236559139784944
94,0,1,0,0.9,0.3,0,0.3617021276595745,0.4574468085106383
95,0,1,0,0.9,0.3,0,0.35789473684210527,0.45263157894736844
96,0,0,0,0.9,0.3,1,0.3541666666666667,0.4583333333333333
97,1,0,0,0.9,0.3,0,0.36082474226804123,0.4536082474226804
98,1,0,0,0.9,0.3,0,0.3673469387755102,0.4489795918367347
99,1,0,0,0.9,0.3,0,0.37373737373737376,0.4444444444444444
100,1,1,0,0.9,0.3,1,0.38,0.45
101,1,0,0,0.9,0.3,0,0.38613861386138615,0.44554455445544555
102,0,0,0,0.9,0.3,1,0.38235294117647056,0.45098039215686275
103,0,1,0,0.9,0.3,0,0.3786407766990291,0.44660194174757284
104,0,1,0,0.9,0.3,0,0.375,0.4423076923076923
105,0,1,0,0.9,0.3,0,0.37142857142857144,0.4380952380952381
106,0,1,0,0.9,0.3,0,0.36792452830188677,0.4339622641509434
107,0,1,0,0.9,0.3,0,0.3644859813084112,0.42990654205607476
108,0,1,0,0.9,0.3,0,0.3611111111111111,0.42592592592592593
109,0,1,0,0.9,0.3,0,0.3577981651376147,0.42201834862385323
110,0,1,0,0.9,0.3,0,0.35454545454545455,0.41818181818181815
111,0,0,0,0.9,0.3,1,0.35135135135135137,0.42342342342342343
112,0,1,0,0.9,0.3,0,0.3482142857142857,0.41964285714285715
113,1,1,0,0.9,0.3,1,0.35398230088495575,0.4247787610619469
114,1,0,0,0.9,0.3,0,0.35964912280701755,0.42105263157894735
115,1,0,0,0.9,0.3,0,0.3652173913043478,0.41739130434782606
116,0,0,0,0.9,0.3,1,0.3620689655172414,0.4224137931034483
117,1,1,0,0.9,0.3,1,0.36752136752136755,0.42735042735042733
118,1,0,0,0.9,0.3,0,0.3728813559322034,0.423728813559322
119,1,0,0,0.9,0.3,0,0.37815126050420167,0.42016806722689076
120,0,0,0,0.9,0.3,1,0.375,0.425
1,0,1,0,0.9,0.5,0,0,0
2,0,0,0,0.9,0.5,1,0,0.5
3,0,0,0,0.9,0.5,1,0,0.6666666666666666
4,1,1,0,0.9,0.5,1,0.25,0.75
5,1,1,0,0.9,0.5,1,0.4,0.8
6,1,1,0,0.9,0.5,1,0.5,0.8333333333333334
7,1,0,0,0.9,0.5,0,0.5714285714285714,0.7142857142857143
8,0,1,0,0.9,0.5,0,0.5,0.625
9,0,0,0,0.9,0.5,1,0.4444444444444444,0.6666666666666666
10,0,0,0,0.9,0.5,1,0.4,0.7
11,1,1,0,0.9,0.5,1,0.45454545454545453,0.7272727272727273
12,1,1,0,0.9,0.5,1,0.5,0.75
13,1,0,0,0.9,0.5,0,0.5384615384615384,0.6923076923076923
14,1,1,0,0.9,0.5,1,0.5714285714285714,0.7142857142857143
15,1,0,0,0.9,0.5,0,0.6,0.6666666666666666
16,1,1,0,0.9,0.5,1,0.625,0.6875
17,1,0,0,0.9,0.5,0,0.6470588235294118,0.6470588235294118
18,0,1,0,0.9,0.5,0,0.6111111111111112,0.6111111111111112
19,0,1,0,0.9,0.5,0,0.5789473684210527,0.5789473684210527
20,0,1,0,0.9,0.5,0,0.55,0.55
21,0,1,0,0.9,0.5,0,0.5238095238095238,0.5238095238095238
22,0,1,0,0.9,0.5,0,0.5,0.5
23,0,1,0,0.9,0.5,0,0.4782608695652174,0.4782608695652174
24,0,1,0,0.9,0.5,0,0.4583333333333333,0.4583333333333333
25,0,1,0,0.9,0.5,0,0.44,0.44
26,0,0,0,0.9,0.5,1,0.4230769230769231,0.46153846153846156
27,0,0,0,0.9,0.5,1,0.4074074074074074,0.48148148148148145
28,0,0,0,0.9,0.5,1,0.39285714285714285,0.5
29,1,1,0,0.9,0.5,1,0.41379310344827586,0.5172413793103449
